pin,slack
clkgen_25mhz/un5_cntr_cry_14:S,7557
clkgen_25mhz/un5_cntr_cry_14:Y3,
clkgen_25mhz/un5_cntr_cry_14:Y3A,
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgraynext_0_a2[2]:A,6507
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgraynext_0_a2[2]:B,6461
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgraynext_0_a2[2]:C,4583
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgraynext_0_a2[2]:D,4550
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgraynext_0_a2[2]:Y,4550
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR[24]:ALn,
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR[24]:CLK,1589
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR[24]:D,5550
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR[24]:EN,6492
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR[24]:Q,1589
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_185_RNIHLQMQ_3:A,6986
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_185_RNIHLQMQ_3:B,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_185_RNIHLQMQ_3:C,6880
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_185_RNIHLQMQ_3:D,6783
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_31_185_RNIHLQMQ_3:Y,6284
phy_if_0/un4_rx_good_and_RNO_25:A,6124
phy_if_0/un4_rx_good_and_RNO_25:B,5649
phy_if_0/un4_rx_good_and_RNO_25:C,5597
phy_if_0/un4_rx_good_and_RNO_25:CC,
phy_if_0/un4_rx_good_and_RNO_25:D,5890
phy_if_0/un4_rx_good_and_RNO_25:P,5597
phy_if_0/un4_rx_good_and_RNO_25:Y3,
phy_if_0/un4_rx_good_and_RNO_25:Y3A,
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rq2_wgray[0]:ALn,
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rq2_wgray[0]:CLK,6527
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rq2_wgray[0]:D,9030
u_cmd_server/msg_buffer_inst/tx_fifo_inst/rq2_wgray[0]:Q,6527
eeprom_0/eeprom_page_wrdata2[31]:ALn,
eeprom_0/eeprom_page_wrdata2[31]:CLK,4720
eeprom_0/eeprom_page_wrdata2[31]:D,8908
eeprom_0/eeprom_page_wrdata2[31]:EN,3994
eeprom_0/eeprom_page_wrdata2[31]:Q,4720
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_addr_reg_8_iv[3]:A,7262
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_addr_reg_8_iv[3]:B,7282
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_addr_reg_8_iv[3]:C,8136
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.eeprom_addr_reg_8_iv[3]:Y,7262
APP_FPGA_SPI0_MOSI_ibuf/U_IOPAD:PAD,
APP_FPGA_SPI0_MOSI_ibuf/U_IOPAD:Y,
oscillator_counter_1/OSC_CT_DO_1[15]:ALn,
oscillator_counter_1/OSC_CT_DO_1[15]:CLK,4693
oscillator_counter_1/OSC_CT_DO_1[15]:D,6376
oscillator_counter_1/OSC_CT_DO_1[15]:EN,4002
oscillator_counter_1/OSC_CT_DO_1[15]:Q,4693
oscillator_counter_0/opb_fifo_inst/wgray[1]:ALn,
oscillator_counter_0/opb_fifo_inst/wgray[1]:CLK,
oscillator_counter_0/opb_fifo_inst/wgray[1]:D,6399
oscillator_counter_0/opb_fifo_inst/wgray[1]:Q,
u_clkgen/pulse500us_div[3]:ALn,
u_clkgen/pulse500us_div[3]:CLK,6474
u_clkgen/pulse500us_div[3]:D,8854
u_clkgen/pulse500us_div[3]:EN,4175
u_clkgen/pulse500us_div[3]:Q,6474
phy_if_0/tx_package_RNO[37]:A,5445
phy_if_0/tx_package_RNO[37]:B,8171
phy_if_0/tx_package_RNO[37]:C,7960
phy_if_0/tx_package_RNO[37]:Y,5445
phy_if_0/un4_rx_good_and_RNO_58:A,6056
phy_if_0/un4_rx_good_and_RNO_58:B,5587
phy_if_0/un4_rx_good_and_RNO_58:C,5535
phy_if_0/un4_rx_good_and_RNO_58:CC,
phy_if_0/un4_rx_good_and_RNO_58:D,5822
phy_if_0/un4_rx_good_and_RNO_58:P,5535
phy_if_0/un4_rx_good_and_RNO_58:Y3,
phy_if_0/un4_rx_good_and_RNO_58:Y3A,
phy_if_0/un2_rx_good_and_RNO_38:A,5993
phy_if_0/un2_rx_good_and_RNO_38:B,3744
phy_if_0/un2_rx_good_and_RNO_38:C,4644
phy_if_0/un2_rx_good_and_RNO_38:CC,
phy_if_0/un2_rx_good_and_RNO_38:D,4532
phy_if_0/un2_rx_good_and_RNO_38:P,3744
phy_if_0/un2_rx_good_and_RNO_38:Y3,
phy_if_0/un2_rx_good_and_RNO_38:Y3A,
phy_if_0/OPB_DO_21_0_iv_9[31]:A,7395
phy_if_0/OPB_DO_21_0_iv_9[31]:B,7361
phy_if_0/OPB_DO_21_0_iv_9[31]:C,3719
phy_if_0/OPB_DO_21_0_iv_9[31]:D,3504
phy_if_0/OPB_DO_21_0_iv_9[31]:Y,3504
eeprom_0/eeprom_if_0/page_wrdata_reg[197]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[197]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[197]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[197]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[197]:Q,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[191]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[191]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[191]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[191]:D,6268
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[191]:Y,6268
eeprom_0/eeprom_page_wrdata7[24]:ALn,
eeprom_0/eeprom_page_wrdata7[24]:CLK,6356
eeprom_0/eeprom_page_wrdata7[24]:D,8920
eeprom_0/eeprom_page_wrdata7[24]:EN,4066
eeprom_0/eeprom_page_wrdata7[24]:Q,6356
phy_if_0/un4_rx_good_and_RNO_51:A,6076
phy_if_0/un4_rx_good_and_RNO_51:B,5613
phy_if_0/un4_rx_good_and_RNO_51:C,5561
phy_if_0/un4_rx_good_and_RNO_51:CC,
phy_if_0/un4_rx_good_and_RNO_51:D,5854
phy_if_0/un4_rx_good_and_RNO_51:P,5561
phy_if_0/un4_rx_good_and_RNO_51:Y3,
phy_if_0/un4_rx_good_and_RNO_51:Y3A,
eeprom_0/EEP_DO_20[6]:A,5596
eeprom_0/EEP_DO_20[6]:B,6609
eeprom_0/EEP_DO_20[6]:C,2957
eeprom_0/EEP_DO_20[6]:D,5116
eeprom_0/EEP_DO_20[6]:Y,2957
u_clkgen/counter_in2_m[12]:A,4628
u_clkgen/counter_in2_m[12]:B,4686
u_clkgen/counter_in2_m[12]:Y,4628
phy_if_0/un2_rx_good_and_RNO_31:A,6072
phy_if_0/un2_rx_good_and_RNO_31:B,5603
phy_if_0/un2_rx_good_and_RNO_31:C,5551
phy_if_0/un2_rx_good_and_RNO_31:CC,
phy_if_0/un2_rx_good_and_RNO_31:D,5838
phy_if_0/un2_rx_good_and_RNO_31:P,5551
phy_if_0/un2_rx_good_and_RNO_31:Y3,
phy_if_0/un2_rx_good_and_RNO_31:Y3A,
u_clkgen/pulse2khz_div/cntr21lto15_i_a2_11:A,6509
u_clkgen/pulse2khz_div/cntr21lto15_i_a2_11:B,6461
u_clkgen/pulse2khz_div/cntr21lto15_i_a2_11:C,6409
u_clkgen/pulse2khz_div/cntr21lto15_i_a2_11:D,6281
u_clkgen/pulse2khz_div/cntr21lto15_i_a2_11:Y,6281
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[69]:A,8248
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[69]:B,8202
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[69]:C,6815
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_wrdata_reg_11[69]:Y,6815
clkgen_25mhz/un5_cntr_s_15:B,8089
clkgen_25mhz/un5_cntr_s_15:CC,7623
clkgen_25mhz/un5_cntr_s_15:P,
clkgen_25mhz/un5_cntr_s_15:S,7623
clkgen_25mhz/un5_cntr_s_15:Y3,
clkgen_25mhz/un5_cntr_s_15:Y3A,
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgraynext_0_a2[0]:A,4413
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgraynext_0_a2[0]:B,4486
u_cmd_server/msg_buffer_inst/rx_fifo_inst/wgraynext_0_a2[0]:Y,4413
scratch_pad_register_0/dev_sp1[7]:ALn,
scratch_pad_register_0/dev_sp1[7]:CLK,8208
scratch_pad_register_0/dev_sp1[7]:D,8854
scratch_pad_register_0/dev_sp1[7]:EN,4150
scratch_pad_register_0/dev_sp1[7]:Q,8208
u_cmd_server/opb_emu_target_inst/msg_write_inst/TX_FIFO_DATA_6_0_iv_0_a3[4]:A,7222
u_cmd_server/opb_emu_target_inst/msg_write_inst/TX_FIFO_DATA_6_0_iv_0_a3[4]:B,7256
u_cmd_server/opb_emu_target_inst/msg_write_inst/TX_FIFO_DATA_6_0_iv_0_a3[4]:Y,7222
eeprom_0/eeprom_if_0/page_wrdata_reg[152]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[152]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[152]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[152]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[152]:Q,8248
phy_if_0/OPB_DO_RNO[16]:A,3634
phy_if_0/OPB_DO_RNO[16]:B,7090
phy_if_0/OPB_DO_RNO[16]:C,1661
phy_if_0/OPB_DO_RNO[16]:D,5832
phy_if_0/OPB_DO_RNO[16]:Y,1661
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[35]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[35]:B,8008
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[35]:C,6777
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[35]:D,6284
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[35]:Y,6284
eeprom_0/eeprom_page_wrdata0[17]:ALn,
eeprom_0/eeprom_page_wrdata0[17]:CLK,5784
eeprom_0/eeprom_page_wrdata0[17]:D,8908
eeprom_0/eeprom_page_wrdata0[17]:EN,3181
eeprom_0/eeprom_page_wrdata0[17]:Q,5784
adder_decode_0/un1_SP_IN_iv_5_0[3]:A,5790
adder_decode_0/un1_SP_IN_iv_5_0[3]:B,5750
adder_decode_0/un1_SP_IN_iv_5_0[3]:C,5580
adder_decode_0/un1_SP_IN_iv_5_0[3]:D,5522
adder_decode_0/un1_SP_IN_iv_5_0[3]:Y,5522
gpio_0/SWITCH_IN_REG[15]:ALn,
gpio_0/SWITCH_IN_REG[15]:CLK,6474
gpio_0/SWITCH_IN_REG[15]:D,
gpio_0/SWITCH_IN_REG[15]:Q,6474
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a3_33:A,13909
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a3_33:B,13869
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a3_33:C,12932
phy_if_0/ctrl_pkg_transceiver_inst/ctrl_tx_data_6_iv_0_179_i_a3_33:Y,12932
phy_if_0/tx_package_RNO[14]:A,5450
phy_if_0/tx_package_RNO[14]:B,8177
phy_if_0/tx_package_RNO[14]:C,7972
phy_if_0/tx_package_RNO[14]:Y,5450
u_cmd_server/opb_emu_target_inst/msg_read_inst/state_RNO[2]:A,7250
u_cmd_server/opb_emu_target_inst/msg_read_inst/state_RNO[2]:B,7133
u_cmd_server/opb_emu_target_inst/msg_read_inst/state_RNO[2]:C,4317
u_cmd_server/opb_emu_target_inst/msg_read_inst/state_RNO[2]:Y,4317
eeprom_0/EEP_DO[18]:ALn,
eeprom_0/EEP_DO[18]:CLK,6532
eeprom_0/EEP_DO[18]:D,3883
eeprom_0/EEP_DO[18]:EN,3988
eeprom_0/EEP_DO[18]:Q,6532
scratch_pad_register_0/dev_sp1[26]:ALn,
scratch_pad_register_0/dev_sp1[26]:CLK,8208
scratch_pad_register_0/dev_sp1[26]:D,8920
scratch_pad_register_0/dev_sp1[26]:EN,4150
scratch_pad_register_0/dev_sp1[26]:Q,8208
phy_if_0/OPB_DO_RNO_2[12]:A,5000
phy_if_0/OPB_DO_RNO_2[12]:B,5010
phy_if_0/OPB_DO_RNO_2[12]:C,1548
phy_if_0/OPB_DO_RNO_2[12]:D,2474
phy_if_0/OPB_DO_RNO_2[12]:Y,1548
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[135]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[135]:CLK,5463
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[135]:D,18993
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[135]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[135]:Q,5463
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[135]:SLn,18092
eeprom_0/eeprom_page_wrdata6_1_sqmuxa_0_a2:A,6140
eeprom_0/eeprom_page_wrdata6_1_sqmuxa_0_a2:B,7825
eeprom_0/eeprom_page_wrdata6_1_sqmuxa_0_a2:C,3994
eeprom_0/eeprom_page_wrdata6_1_sqmuxa_0_a2:D,4311
eeprom_0/eeprom_page_wrdata6_1_sqmuxa_0_a2:Y,3994
eeprom_0/eeprom_if_0/bit_cntr[1]:ALn,
eeprom_0/eeprom_if_0/bit_cntr[1]:CLK,3844
eeprom_0/eeprom_if_0/bit_cntr[1]:D,4144
eeprom_0/eeprom_if_0/bit_cntr[1]:Q,3844
TP151_obuf/U_IOTRI:D,
TP151_obuf/U_IOTRI:DOUT,
TP151_obuf/U_IOTRI:EOUT,
eeprom_0/eeprom_page_num[5]:ALn,
eeprom_0/eeprom_page_num[5]:CLK,7460
eeprom_0/eeprom_page_num[5]:D,8854
eeprom_0/eeprom_page_num[5]:EN,3262
eeprom_0/eeprom_page_num[5]:Q,7460
scratch_pad_register_0/dev_sp2[11]:ALn,
scratch_pad_register_0/dev_sp2[11]:CLK,7426
scratch_pad_register_0/dev_sp2[11]:D,8866
scratch_pad_register_0/dev_sp2[11]:EN,4110
scratch_pad_register_0/dev_sp2[11]:Q,7426
u_clkgen/clk16khz_div[8]:ALn,
u_clkgen/clk16khz_div[8]:CLK,6420
u_clkgen/clk16khz_div[8]:D,8860
u_clkgen/clk16khz_div[8]:EN,4175
u_clkgen/clk16khz_div[8]:Q,6420
phy_if_0/smii_read_data_reg[13]:ALn,
phy_if_0/smii_read_data_reg[13]:CLK,
phy_if_0/smii_read_data_reg[13]:D,
phy_if_0/smii_read_data_reg[13]:EN,
phy_if_0/smii_read_data_reg[13]:Q,
adder_decode_0/un1_SP_IN_iv_5_3[7]:A,4826
adder_decode_0/un1_SP_IN_iv_5_3[7]:B,4688
adder_decode_0/un1_SP_IN_iv_5_3[7]:C,3834
adder_decode_0/un1_SP_IN_iv_5_3[7]:D,3568
adder_decode_0/un1_SP_IN_iv_5_3[7]:Y,3568
phy_if_0/un6_rx_good_2_0_I_21:A,6096
phy_if_0/un6_rx_good_2_0_I_21:B,5613
phy_if_0/un6_rx_good_2_0_I_21:C,5545
phy_if_0/un6_rx_good_2_0_I_21:CC,
phy_if_0/un6_rx_good_2_0_I_21:D,5872
phy_if_0/un6_rx_good_2_0_I_21:P,5545
phy_if_0/un6_rx_good_2_0_I_21:Y3,
phy_if_0/un6_rx_good_2_0_I_21:Y3A,
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[2]:B,17731
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[2]:C,16797
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[2]:CC,17016
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[2]:P,16797
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[2]:S,17016
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[2]:Y3,
phy_if_0/ctrl_pkg_transceiver_inst/rx_bit_cnt_cry[2]:Y3A,
eeprom_0/eeprom_if_0/page_rddata_reg[26]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[26]:CLK,5726
eeprom_0/eeprom_if_0/page_rddata_reg[26]:D,6284
eeprom_0/eeprom_if_0/page_rddata_reg[26]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[26]:Q,5726
eeprom_0/EEP_DO_20_10_1_0_wmux[3]:A,3141
eeprom_0/EEP_DO_20_10_1_0_wmux[3]:B,3910
eeprom_0/EEP_DO_20_10_1_0_wmux[3]:C,4850
eeprom_0/EEP_DO_20_10_1_0_wmux[3]:D,4792
eeprom_0/EEP_DO_20_10_1_0_wmux[3]:Y,3141
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNINM07E_2[48]:A,4344
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNINM07E_2[48]:B,4298
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_RNINM07E_2[48]:Y,4298
scratch_pad_register_0/dev_sp2[31]:ALn,
scratch_pad_register_0/dev_sp2[31]:CLK,8248
scratch_pad_register_0/dev_sp2[31]:D,8908
scratch_pad_register_0/dev_sp2[31]:EN,4110
scratch_pad_register_0/dev_sp2[31]:Q,8248
phy_if_0/tx_package[63]:ALn,
phy_if_0/tx_package[63]:CLK,6065
phy_if_0/tx_package[63]:D,5445
phy_if_0/tx_package[63]:EN,2046
phy_if_0/tx_package[63]:Q,6065
MEL_SW_CONFIG5_ibuf/U_IOPAD:PAD,
MEL_SW_CONFIG5_ibuf/U_IOPAD:Y,
gpio_0/TP_OUT_REG[28]:ALn,
gpio_0/TP_OUT_REG[28]:CLK,8072
gpio_0/TP_OUT_REG[28]:D,8908
gpio_0/TP_OUT_REG[28]:EN,4774
gpio_0/TP_OUT_REG[28]:Q,8072
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt_RNO[0]:A,8199
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt_RNO[0]:B,7164
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt_RNO[0]:C,8117
u_cmd_server/opb_emu_target_inst/msg_write_inst/byte_cnt_RNO[0]:Y,7164
eeprom_0/eeprom_if_0/page_rddata_reg[131]:ALn,
eeprom_0/eeprom_if_0/page_rddata_reg[131]:CLK,5448
eeprom_0/eeprom_if_0/page_rddata_reg[131]:D,6268
eeprom_0/eeprom_if_0/page_rddata_reg[131]:EN,3787
eeprom_0/eeprom_if_0/page_rddata_reg[131]:Q,5448
phy_if_0/OPB_DO_RNO[0]:A,7230
phy_if_0/OPB_DO_RNO[0]:B,2916
phy_if_0/OPB_DO_RNO[0]:C,5960
phy_if_0/OPB_DO_RNO[0]:D,2298
phy_if_0/OPB_DO_RNO[0]:Y,2298
eeprom_0/EEP_DO_20_13_1_0_wmux[14]:A,4732
eeprom_0/EEP_DO_20_13_1_0_wmux[14]:B,3883
eeprom_0/EEP_DO_20_13_1_0_wmux[14]:C,5632
eeprom_0/EEP_DO_20_13_1_0_wmux[14]:D,5574
eeprom_0/EEP_DO_20_13_1_0_wmux[14]:Y,3883
eeprom_0/EEP_DO_20_11_1_wmux_0[6]:A,2957
eeprom_0/EEP_DO_20_11_1_wmux_0[6]:B,4411
eeprom_0/EEP_DO_20_11_1_wmux_0[6]:C,5448
eeprom_0/EEP_DO_20_11_1_wmux_0[6]:D,5390
eeprom_0/EEP_DO_20_11_1_wmux_0[6]:Y,2957
phy_if_0/un2_rx_good_and_RNO_26:A,5961
phy_if_0/un2_rx_good_and_RNO_26:B,5480
phy_if_0/un2_rx_good_and_RNO_26:C,5428
phy_if_0/un2_rx_good_and_RNO_26:CC,
phy_if_0/un2_rx_good_and_RNO_26:D,5727
phy_if_0/un2_rx_good_and_RNO_26:P,5428
phy_if_0/un2_rx_good_and_RNO_26:Y3,
phy_if_0/un2_rx_good_and_RNO_26:Y3A,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[25]:A,7150
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[25]:B,5964
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[25]:C,7328
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[25]:D,7090
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_5_i_0[25]:Y,5964
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[130]:ALn,6478
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[130]:CLK,5072
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[130]:D,18999
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[130]:EN,16407
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[130]:Q,5072
phy_if_0/ctrl_pkg_transceiver_inst/rx_package_Z[130]:SLn,18092
gpio_0/SWITCH_IN_REG[14]:ALn,
gpio_0/SWITCH_IN_REG[14]:CLK,6474
gpio_0/SWITCH_IN_REG[14]:D,
gpio_0/SWITCH_IN_REG[14]:Q,6474
eeprom_0/EEP_DO_20_11_1_wmux_0[15]:A,2899
eeprom_0/EEP_DO_20_11_1_wmux_0[15]:B,4355
eeprom_0/EEP_DO_20_11_1_wmux_0[15]:C,5390
eeprom_0/EEP_DO_20_11_1_wmux_0[15]:D,5332
eeprom_0/EEP_DO_20_11_1_wmux_0[15]:Y,2899
eeprom_0/eeprom_page_wrdata0[3]:ALn,
eeprom_0/eeprom_page_wrdata0[3]:CLK,4778
eeprom_0/eeprom_page_wrdata0[3]:D,8854
eeprom_0/eeprom_page_wrdata0[3]:EN,3181
eeprom_0/eeprom_page_wrdata0[3]:Q,4778
gpio_0/GPIO_OUT_REG[17]:ALn,
gpio_0/GPIO_OUT_REG[17]:CLK,7314
gpio_0/GPIO_OUT_REG[17]:D,8908
gpio_0/GPIO_OUT_REG[17]:EN,4774
gpio_0/GPIO_OUT_REG[17]:Q,7314
adder_decode_0/un1_SP_IN_iv_d_1[7]:A,3298
adder_decode_0/un1_SP_IN_iv_d_1[7]:B,6362
adder_decode_0/un1_SP_IN_iv_d_1[7]:C,2419
adder_decode_0/un1_SP_IN_iv_d_1[7]:D,2329
adder_decode_0/un1_SP_IN_iv_d_1[7]:Y,2329
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[29]:A,8236
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[29]:B,7289
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[29]:C,6931
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[29]:D,5528
u_cmd_server/opb_emu_target_inst/msg_read_inst/OPB_ADDR_RNO[29]:Y,5528
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un1_cntrlto15_5:A,6423
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un1_cntrlto15_5:B,6375
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un1_cntrlto15_5:C,6323
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un1_cntrlto15_5:D,6195
u_cmd_server/opb_emu_target_inst/clkgen_1hz/un1_cntrlto15_5:Y,6195
eeprom_0/eeprom_if_0/page_wrdata_reg[199]:ALn,
eeprom_0/eeprom_if_0/page_wrdata_reg[199]:CLK,8248
eeprom_0/eeprom_if_0/page_wrdata_reg[199]:D,6815
eeprom_0/eeprom_if_0/page_wrdata_reg[199]:EN,3868
eeprom_0/eeprom_if_0/page_wrdata_reg[199]:Q,8248
u_cmd_server/cmn_uart_inst/uart_rx_state[0]:ALn,
u_cmd_server/cmn_uart_inst/uart_rx_state[0]:CLK,6401
u_cmd_server/cmn_uart_inst/uart_rx_state[0]:D,4669
u_cmd_server/cmn_uart_inst/uart_rx_state[0]:Q,6401
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[232]:A,8242
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[232]:B,
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[232]:C,6381
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[232]:D,6719
eeprom_0/eeprom_if_0/proc_EEPROM_CYCLE.page_rddata_reg_40_32[232]:Y,6381
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[24]:A,7021
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[24]:B,5964
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[24]:C,4956
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[24]:D,4759
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_data_RNO[24]:Y,4759
HDW_FPGA_100M_CLK_ibuf/U_IOIN:Y,
HDW_FPGA_100M_CLK_ibuf/U_IOIN:YIN,
phy_if_0/tx_package[3]:ALn,
phy_if_0/tx_package[3]:CLK,3652
phy_if_0/tx_package[3]:D,5450
phy_if_0/tx_package[3]:EN,2046
phy_if_0/tx_package[3]:Q,3652
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP[2]:ALn,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP[2]:CLK,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP[2]:D,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP[2]:EN,
phy_if_0/serial_mii_inst/SERIAL_MII_READ_DATA_TEMP[2]:Q,
eeprom_0/EEP_DO_20_12_1_wmux_0[27]:A,4035
eeprom_0/EEP_DO_20_12_1_wmux_0[27]:B,4816
eeprom_0/EEP_DO_20_12_1_wmux_0[27]:C,6566
eeprom_0/EEP_DO_20_12_1_wmux_0[27]:D,6508
eeprom_0/EEP_DO_20_12_1_wmux_0[27]:Y,4035
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT_COUNTER_195_1:A,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT_COUNTER_195_1:B,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT_COUNTER_195_1:C,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT_COUNTER_195_1:D,
phy_if_0/serial_mii_inst/SERIAL_MII_SHIFT_COUNTER_195_1:Y,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_addr[6]:ALn,
u_cmd_server/opb_emu_target_inst/msg_write_inst/tx_addr[6]:CLK,8208
